Food Name,Calories (kcal),Protein (g),Carbs (g),Fat (g),FDC ID
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",148.0,11.78,5.8,8.81,2706604
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",126.0,5.39,12.28,6.56,2706600
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",149.0,11.75,5.96,8.82,2706603
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",126.0,5.33,11.13,6.96,2706599
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",145.0,10.88,7.75,7.96,2706629
"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",132.0,5.91,16.08,4.99,2706619
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",143.0,10.56,7.9,7.7,2706628
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",131.0,5.85,14.9,5.4,2706618
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",124.0,9.87,5.54,7.24,2706821
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",119.0,9.83,3.88,7.24,2706820
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",66.0,10.85,2.62,1.41,2706811
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",149.0,8.93,15.32,5.97,2706689
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",145.0,8.9,14.16,5.97,2706688
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",133.0,7.57,12.86,5.93,2706674
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",129.0,7.54,11.71,5.93,2706673
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",146.0,8.09,16.69,5.16,2706700
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",142.0,8.05,15.54,5.15,2706699
"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",106.0,8.04,4.33,6.22,2706866
"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",112.0,6.33,6.3,7.26,2706864
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",104.0,7.79,4.64,5.99,2706865
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",106.0,6.28,4.39,7.26,2706863
"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",155.0,9.18,15.32,6.42,2706636
"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",118.0,7.81,6.44,7.14,2706773
"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",149.0,11.4,4.34,9.37,2706778
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",145.0,11.02,4.65,9.03,2706777
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",111.0,7.76,4.48,7.13,2706772
"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",127.0,5.12,12.28,6.64,2706642
"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",128.0,5.03,11.24,7.06,2706641
"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",147.0,10.25,7.75,8.15,2706650
"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",133.0,5.64,16.08,5.07,2706652
"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",144.0,9.96,7.9,7.89,2706649
"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",129.0,5.61,14.96,5.07,2706651
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",114.0,2.35,20.39,2.57,2709067
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",100.0,2.39,20.76,0.8,2709066
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",114.0,2.35,20.39,2.57,2709065
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",118.0,2.25,21.35,2.35,2709025
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",101.0,2.3,21.81,0.27,2709024
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",115.0,2.26,20.84,2.28,2709023
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",113.0,5.56,4.94,8.34,2706774
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",120.0,5.62,6.94,8.34,2706775
"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",131.0,5.26,15.34,5.69,2706639
"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",127.0,5.22,14.19,5.69,2706640
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",117.0,6.3,7.63,6.93,2706862
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",111.0,6.25,5.92,6.92,2706861
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",118.0,9.47,4.86,6.64,2706854
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",116.0,9.16,5.15,6.4,2706853
"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",93.0,4.21,4.4,6.94,2707477
"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",92.0,4.11,4.68,6.71,2707476
"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",153.0,1.4,7.31,0.2,169085
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",117.0,7.52,4.45,7.96,2706745
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",115.0,7.3,4.75,7.68,2706739
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",133.0,10.7,4.39,8.22,2706791
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",120.0,7.28,6.35,7.81,2706793
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",95.0,8.18,5.38,4.56,2706790
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",113.0,7.23,4.42,7.8,2706792
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",134.0,6.19,14.69,5.84,2706686
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",130.0,6.16,13.58,5.84,2706685
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",128.0,4.84,12.18,7.03,2706676
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",124.0,4.81,11.09,7.02,2706675
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",133.0,9.64,7.79,7.15,2706696
"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",133.0,5.35,15.94,5.48,2706702
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",131.0,9.36,7.95,6.92,2706695
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",130.0,5.32,14.84,5.47,2706701
"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",125.0,6.48,13.75,5.02,2706638
"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",130.0,5.13,15.15,5.31,2706657
ONION,289.0,10.9,59.4,0.78,2438059
"Onions, raw",38.0,0.86,8.46,0.08,2709795
"Onions, green, raw",32.0,1.83,7.34,0.19,2709794
"Onions, green, cooked",63.0,2.09,8.37,3.21,2709953
"Onions, pearl, cooked",50.0,0.7,6.49,2.59,2709952
"Onion dip, regular",346.0,2.15,3.92,35.77,2705621
"Onion dip, light",166.0,2.0,11.87,12.36,2705622
"DENNY'S, onion rings",1610.0,5.29,41.0,22.2,169844
Fried onion rings,352.0,4.19,39.94,19.82,2710055
Onion flavored rings,499.0,7.7,65.1,22.6,2708245
"Onions, cooked, as ingredient",47.0,1.29,10.99,0.12,2710796
"Onions, dehydrated flakes",1460.0,8.95,83.3,0.46,170002
"Onions, for use on a sandwich",38.0,0.86,8.46,0.08,2710252
"Onions, red, raw",186.0,0.94,9.93,0.1,790577
"Onions, sweet, raw",133.0,0.8,7.55,0.08,170008
"Onions, welsh, raw",34.0,1.9,6.5,0.4,170007
"Onions, white, raw",148.0,0.89,7.68,0.13,1104962
"Onions, yellow, raw",160.0,0.83,8.61,0.05,790646
"Onions, yellow, sauteed",123.0,0.95,7.86,10.8,170004
"Soup, French onion",108.0,5.45,11.84,4.47,2710108
"Spices, onion powder",1430.0,10.4,79.1,1.04,171327
"Onion dip, yogurt based",160.0,6.82,4.06,12.91,2705445
"Onions, cooked, fat added",73.0,1.26,10.64,3.11,2709951
"Onions, cooked, no added fat",47.0,1.29,10.96,0.12,2709950
"APPLEBEE'S, crunchy onion rings",356.0,4.58,40.2,19.6,169840
"BURGER KING, Onion Rings",1740.0,3.86,43.6,25.2,170771
"Gravy, onion, dry, mix",1350.0,9.0,67.6,3.0,171172
"Onions, canned, solids and liquids",78.0,0.85,4.02,0.09,170003
"Onions, frozen, chopped, unprepared",29.0,0.79,6.82,0.1,170410
"Onions, frozen, whole, unprepared",35.0,0.89,8.45,0.06,170412
"Peas and onions, frozen, unprepared",70.0,3.98,13.5,0.32,170020
"Soup, onion, canned, condensed",192.0,3.06,6.68,1.42,171551
"Soup, onion, dry, mix",1230.0,7.48,65.1,0.34,171165
"Onions, cooked, boiled, drained, with salt",176.0,1.36,9.56,0.19,170100
"Onions, young green, tops only",27.0,0.97,5.74,0.47,170006
"Peas and onions, canned, solids and liquids",51.0,3.28,8.57,0.38,170019
"Peppers and onions, cooked, fat added",59.0,1.04,8.14,2.66,2710011
"Peppers and onions, cooked, no added fat",37.0,1.06,8.38,0.12,2710010
"Restaurant, family style, onion rings",356.0,4.89,40.7,19.3,169027
"Soup, cream of onion, canned, condensed",368.0,2.2,10.4,4.2,171552
"Tomato products, canned, sauce, with onions",42.0,1.56,9.94,0.19,170056
"SUBWAY, sweet onion chicken teriyaki sub on white bread with lettuce, tomato and sweet onion sauce",649.0,10.9,22.5,2.37,170705
"Beef steak with onions, Puerto Rican style",321.0,20.92,3.89,24.12,2706754
"CRACKER BARREL, onion rings, thick-cut",327.0,4.78,41.0,16.0,169021
"Onions, cooked, boiled, drained, without salt",184.0,1.36,10.2,0.19,170001
"Pickles, chowchow, with cauliflower onion mustard, sweet",505.0,1.5,26.6,0.9,169397
"Snacks, corn-based, extruded, onion-flavor",499.0,7.7,65.1,22.6,167948
"Soup, onion, dry, mix, prepared with water",52.0,0.32,2.77,0.01,174568
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",649.0,10.9,22.5,2.37,170306
"Onion rings, breaded, par fried, frozen, unprepared",258.0,3.15,30.5,14.1,170414
"Onions, frozen, chopped, cooked, boiled, drained, with salt",26.0,0.77,6.0,0.1,170101
"Onions, frozen, whole, cooked, boiled, drained, with salt",108.0,0.71,6.11,0.05,170507
"Onions, spring or scallions (includes tops and bulb), raw",32.0,1.83,7.34,0.19,170005
"Peas and onions, frozen, cooked, boiled, drained, with salt",45.0,2.54,8.63,0.2,170514
"Potato chips, ruffled, sour cream and onion flavored",487.0,6.51,55.92,31.06,2709429
"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor",496.0,8.68,65.5,22.2,174788
"Snacks, potato chips, sour-cream-and-onion-flavor",531.0,8.1,51.5,33.9,167963
"Onions, frozen, chopped, cooked, boiled, drained, without salt",118.0,0.77,6.59,0.1,170411
"Onions, frozen, whole, cooked, boiled, drained, without salt",118.0,0.71,6.7,0.05,170413
"Peas and onions, frozen, cooked, boiled, drained, without salt",188.0,2.54,8.63,0.2,170021
"Soup, cream of onion, canned, prepared with equal volume milk",314.0,2.74,7.4,3.78,174541
"Soup, cream of onion, canned, prepared with equal volume water",184.0,1.13,5.2,2.16,174559
"Tomato products, canned, sauce, with onions, green peppers, and celery",41.0,0.94,8.77,0.74,170462
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",264.0,10.6,52.4,1.32,174899
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",275.0,10.5,53.4,1.6,175050
"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",1630.0,13.3,72.7,5.1,173254
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",1160.0,4.14,33.8,14.3,170415
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",287.0,11.1,57.4,1.43,174900
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",275.0,10.5,53.4,1.6,175049
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",275.0,10.5,53.4,1.6,175051
"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",229.0,4.7,5.79,20.71,2709829
Cucumber salad made with cucumber and vinegar,34.0,0.5,6.79,0.13,2709821
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",122.0,0.52,6.35,10.18,2709756
"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",91.0,2.04,19.79,0.27,2709009
"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",107.0,2.0,19.41,2.18,2709008
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",110.0,2.39,19.42,2.46,2709060
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",98.0,2.42,20.26,0.8,2709059
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",112.0,2.38,19.91,2.54,2709058
"Rice, brown, with dark green vegetables, fat added",120.0,2.67,21.09,2.67,2709054
"Rice, brown, with dark green vegetables, no added fat",105.0,2.72,21.48,0.84,2709053
"Rice, brown, with dark green vegetables, NS as to fat",120.0,2.67,21.09,2.67,2709052
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",115.0,2.29,20.78,2.32,2709019
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",99.0,2.34,21.21,0.28,2709018
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",115.0,2.29,20.78,2.32,2709017
"Rice, white, with dark green vegetables, fat added",125.0,2.62,22.21,2.45,2709013
"Rice, white, with dark green vegetables, no added fat",107.0,2.67,22.7,0.3,2709012
"Rice, white, with dark green vegetables, NS as to fat",125.0,2.62,22.21,2.45,2709011
"Beets, pickled",65.0,0.8,16.28,0.08,2710071
"Rice, white, with other vegetables, fat added",124.0,2.3,22.68,2.41,2709028
"Rice, white, with other vegetables, no added fat",107.0,2.36,23.16,0.26,2709027
"Rice, white, with other vegetables, NS as to fat",124.0,2.3,22.68,2.41,2709026
"Cucumber salad, made with Italian dressing",120.0,0.46,6.19,9.96,2709820
"Vegetables, stew type, cooked, no added fat",69.0,1.49,15.74,0.18,2710030
Leeks,88.0,1.57,14.74,3.05,2709935
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",169.0,13.35,1.75,12.04,2707275
Ratatouille,67.0,1.09,5.77,4.73,2710028
"Chicken or turkey salad, made with Italian dressing",146.0,13.62,5.37,7.84,2706807
"Tuna salad, made with Italian dressing",106.0,9.83,5.35,5.08,2706834
"Vegetables, stew type, cooked, fat added",97.0,1.44,15.11,3.64,2710029
"Rice, brown, with tomatoes and/or tomato based sauce, fat added",105.0,2.13,18.77,2.41,2709051
"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",92.0,2.16,19.08,0.76,2709050
"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",105.0,2.13,18.77,2.41,2709049
Spaghetti sauce with added vegetables,46.0,1.52,7.45,1.2,2709746
Spaghetti sauce with meat and added vegetables,86.0,6.03,6.05,4.13,2706471
Spaghetti sauce with poultry and added vegetables,71.0,6.39,6.05,2.39,2706423
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",200.0,12.7,1.67,15.81,2707274
"Macaroni or pasta salad, made with Italian dressing",133.0,3.7,20.9,3.72,2708936
"Italian dressing, fat free",47.0,0.97,8.75,0.87,2710234
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",200.0,12.7,1.67,15.81,2707276
"Pasta with vegetables, no sauce or dressing",144.0,4.46,23.1,3.54,2708827
"Italian dressing, made with vinegar and oil",240.0,0.41,12.12,21.12,2710203
"Chicken or turkey salad, made with light Italian dressing",116.0,13.56,4.93,4.71,2706808
"Potato salad with egg, made with light Italian dressing",94.0,2.79,15.49,2.35,2709539
"Tuna salad, made with light Italian dressing",76.0,9.78,4.91,2.0,2706835
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",132.0,10.97,2.35,8.72,2707306
